"metreCarre","nombreDeChambres","possedeCour","possedePiscine","richesseQuartier","nombrePrecedentProprio","annee","estNouveau","possedeProtectionTempête","sousSol","grenier","garage","possedeStockage","prix"
19895,88,0,0,8,6,430,0,1,718,6346,703,0,2515214
44222,39,1,1,10,6,403,0,0,7815,8344,100,0,5645570.3
59953,10,1,0,10,8,415,0,1,4171,4794,574,1,6379693.5
42470,9,1,0,9,5,422,1,1,1335,6035,671,0,4121258.2
8152,31,1,0,10,9,403,0,1,1511,5467,906,1,3673398.3
63870,8,1,1,6,1,402,0,0,7216,3430,306,1,6649811.2
51023,16,1,1,2,9,417,0,0,3071,927,442,0,6874684.7
100732,87,0,0,5,4,425,1,0,9565,6321,477,1,9504611.5
70060,32,0,1,1,9,431,1,1,3782,8951,392,1,5130660.1
66865,32,0,0,8,7,424,0,0,8258,9801,996,1,4768941.4
43377,91,1,0,9,9,403,0,0,3249,6461,435,1,5393354.3
93537,82,1,0,4,7,411,1,1,5594,2911,210,1,8265361.1
36710,5,1,0,4,10,417,0,1,3145,6027,583,1,5484239.7
82814,24,1,1,8,9,401,0,1,7478,323,697,0,9305605.1
5247,68,0,0,5,6,413,0,0,4964,4624,902,0,3265978.3
3877,91,1,0,9,5,422,1,1,7864,8011,404,0,486403.2
18827,69,0,1,3,7,401,0,0,3899,8130,499,1,2948686.1
-17917,44,1,0,1,6,423,1,1,6823,5418,169,0,1152914.3
114072,12,0,0,1,4,406,1,0,2126,8586,654,0,8674009.6
54169,44,0,0,9,9,428,1,0,9861,8249,592,0,3219111.8
-20858,16,1,0,7,4,408,1,0,1388,727,985,1,97785.8
22777,27,1,1,3,10,415,1,1,5866,3557,199,1,321717.5
11933,58,1,0,6,6,403,0,0,5437,1817,413,1,2149706.3
24667,67,0,0,7,9,426,0,1,3579,7867,740,1,963424.6
68308,17,0,0,5,4,404,1,0,8919,5404,814,1,9271540.4
-12545,63,1,0,8,2,409,1,0,3551,6405,998,1,580706.9
72396,88,1,1,1,8,420,0,0,2828,4753,116,0,5767803
56106,69,1,0,4,6,401,1,1,4614,3582,557,1,2756763.1
109970,26,0,0,7,3,411,1,1,5451,7769,453,0,9849610.1
68331,83,0,0,5,9,426,1,0,9559,9783,918,1,7940161.6
-19118,56,0,1,7,7,410,1,0,7763,6684,164,1,340857
29888,47,0,1,5,3,411,0,1,4476,2053,899,0,73625.1
55690,38,1,1,7,5,412,0,1,4118,4447,499,0,7706407.2
40343,57,1,0,9,3,430,1,0,4121,3307,374,0,3848467
35184,89,0,0,2,5,420,0,0,3949,5825,489,0,3072660
76343,70,1,0,10,4,423,1,0,8482,6766,906,0,5555218.3
68360,18,1,0,2,6,402,1,0,2920,4866,185,1,3866990.2
41314,22,0,1,8,3,418,1,0,5780,7430,633,1,5383781.8
4678,33,0,1,5,1,429,1,0,4786,8307,212,1,3035229.9
22343,79,1,0,8,9,409,0,1,5802,4636,634,1,2760622.9
32184,23,0,1,1,3,416,0,0,9591,5451,383,1,3547670.6
-294,31,0,0,3,3,416,0,1,6486,7265,548,0,1345546.6
72139,74,1,0,1,10,400,1,0,9524,9361,816,1,7405490
22203,18,0,1,4,9,415,0,1,1624,3544,149,1,82916.5
-2480,99,0,1,1,6,420,1,1,1717,3434,289,0,385045
6701,30,0,1,2,10,424,0,1,8094,7542,907,1,2410817.4
51150,27,1,1,2,3,409,1,0,7386,8846,266,1,3238634.9
102434,89,1,0,7,4,405,1,0,1490,2769,760,0,9829274.5
33639,54,1,1,1,10,412,0,0,4815,6098,435,1,2562661.2
42219,61,1,1,7,3,405,0,0,7427,5746,547,1,3307651.5
46184,5,1,0,7,1,407,1,1,8321,1905,482,0,4853030.7
16091,29,0,0,4,2,418,1,0,2974,9263,982,0,3964708.8
103159,24,1,1,1,9,408,1,0,2626,3552,909,0,8633980.8
45674,100,1,1,5,9,419,1,1,7143,4396,662,1,1966077.9
28770,98,0,0,2,6,423,1,0,3751,4960,916,0,1015389.3
-1066,64,0,1,10,3,403,0,0,7008,374,920,0,1775017.3
48051,76,0,0,7,2,429,1,1,2244,7407,114,0,1816871.9
15813,86,1,1,9,5,421,1,0,7396,5189,134,1,4580439.1
30021,28,1,0,4,7,428,0,1,7772,3200,627,1,4538131.8
72591,45,1,0,2,10,411,0,1,173,3239,541,0,5986841.1
41755,71,0,0,9,8,428,0,0,8475,2396,640,1,2328515.8
118470,37,1,1,1,8,427,1,1,764,31,913,0,9239788.7
9442,92,0,0,6,8,422,0,1,4151,4653,669,1,3580006.2
16091,96,0,0,1,5,406,1,1,2145,6543,344,1,2665389.6
83547,74,0,0,2,4,407,0,1,5908,4317,776,0,5472607.7
49692,39,0,0,8,9,402,1,1,3597,4190,440,1,4045077.2
83632,75,0,1,8,4,414,0,1,5221,2931,168,1,8618638.4
110500,78,0,0,10,5,419,0,1,5120,5209,744,0,9079088.9
-9121,79,1,1,10,6,400,0,1,4346,3164,105,1,545933
42573,100,1,1,4,4,428,1,0,6406,6308,827,0,3649020.8
51334,4,0,1,5,1,403,0,0,1337,6411,538,1,7983955.3
-7840,83,0,1,6,6,416,1,0,7206,2816,665,0,1203385.6
28989,29,0,1,10,3,412,0,1,3249,3056,969,0,4944414.2
26087,4,1,0,7,10,401,0,1,3503,3385,122,1,3418759.1
14374,32,1,1,7,6,401,0,1,1144,1721,857,1,2820497.1
32617,94,0,1,1,6,404,0,0,3373,909,839,1,3554423.4
38727,33,1,0,9,4,428,0,1,7739,8227,583,0,2165316.8
72898,74,0,0,3,9,418,1,0,7471,6422,501,0,6150376.8
35511,84,0,0,6,8,404,1,0,1618,9458,404,0,3842545.4
41761,19,0,0,2,6,403,1,1,9138,5404,249,1,4710827.3
81819,30,1,0,2,1,425,0,1,7837,4496,422,1,7535664.5
47719,88,1,1,1,4,427,1,0,9087,7089,914,0,2175975.7
46448,85,1,1,7,8,430,0,1,9905,8229,442,0,5194644
106195,33,1,1,9,4,430,1,0,3715,7691,187,1,9898436
71252,16,0,1,7,4,410,0,1,3966,889,347,1,9677596
123802,50,1,0,7,3,412,0,1,6102,6737,227,0,9835842.2
33331,10,1,0,8,3,414,0,1,3882,8632,253,0,2390350.4
-6912,28,0,0,6,2,423,1,0,1644,8999,162,1,1767487.3
58072,15,0,1,4,1,431,0,0,870,5803,100,1,4103009.1
29797,7,1,0,8,7,419,1,1,6606,1877,378,1,393085.9
63482,22,0,0,5,3,407,1,0,9053,9026,799,1,9123299.7
97217,61,1,1,3,7,400,1,1,3829,3592,731,1,7271337
38227,34,0,1,6,2,428,0,0,9137,9141,675,1,3471454.8
16723,46,1,0,5,6,402,1,1,8165,3244,858,1,707137.2
42312,22,0,0,3,2,404,1,1,1612,1694,688,1,5924125.4
60358,15,0,1,9,4,403,0,1,6805,4188,880,0,8905181.3
59337,5,1,0,5,10,427,0,1,5690,4870,923,1,3580868.7
-6844,64,1,1,7,5,412,1,0,1073,7110,720,1,1504671.2
99163,63,0,1,1,4,418,0,1,9388,7718,363,0,8258910.8
38971,99,1,0,1,5,430,1,0,9701,2104,783,0,3082971
33056,17,1,0,8,1,409,1,0,8735,4950,887,1,6199110.9
90413,92,1,1,2,9,410,1,1,5584,3958,274,1,7486919
70618,70,0,0,10,3,427,1,1,4797,1882,281,1,6991116.7
-18773,73,1,0,4,2,430,1,1,9765,5276,563,1,440119
26512,77,1,0,7,9,431,0,1,7059,6277,826,1,981058.1
89759,48,0,0,6,8,401,0,1,9364,4010,731,1,9272362.1
82843,44,0,0,2,9,429,1,1,1151,6421,627,1,8094783.9
63790,65,1,1,6,6,429,0,1,4634,1107,897,1,5617121.9
229,18,1,1,10,8,400,0,1,2832,9254,378,0,2677314
68123,97,1,0,2,5,420,1,1,9198,1237,541,1,8894048
70582,12,0,0,8,2,430,0,1,5784,6124,561,1,6980862
82167,82,0,1,5,9,420,1,1,6879,7538,708,1,5304197
75429,83,0,0,3,8,431,0,0,540,4699,879,0,5184160.1
53422,67,0,1,9,1,415,1,1,6917,3514,235,1,4028553.5
58564,49,1,0,4,8,402,0,0,485,5888,424,0,5149505.2
58604,17,1,1,7,6,418,1,0,2160,5116,112,0,5419304.8
35843,66,1,1,1,10,424,0,1,394,6921,619,0,597556.4
71243,65,1,1,9,5,407,0,1,3368,1456,574,1,7500490.7
7171,7,1,1,6,2,422,0,1,8541,5444,851,0,2496019.2
10646,38,0,1,5,2,420,0,1,2585,6833,450,1,3676738
-4019,41,1,0,1,4,420,1,0,5270,9562,435,1,592006
48613,59,1,1,2,7,428,1,0,2800,7871,872,0,7797856.8
98314,66,0,1,9,8,417,0,0,2193,9488,399,1,7969998.7
14018,82,1,0,4,10,419,1,1,7187,1788,668,1,1972219.9
-7846,5,0,0,4,8,412,1,1,9235,5399,978,0,653208.2
19832,8,1,1,6,4,427,1,0,4908,1445,724,1,1871116.7
43515,11,1,1,10,4,421,0,1,8630,183,995,1,6708186.1
55042,11,1,1,3,9,401,0,1,9867,4532,239,0,5044978.1
46734,88,1,1,2,8,402,0,0,4316,4902,793,0,6922630.2
65685,75,0,1,3,4,414,1,1,5733,8521,464,0,5511210.4
46540,22,0,1,8,4,429,1,0,7195,8567,564,0,3980007.9
103067,30,1,1,10,2,403,0,1,1993,2997,662,0,9214730.3
36972,50,0,0,4,8,410,0,0,1656,5414,332,0,3534202
75507,55,1,0,3,5,428,1,1,7181,9334,804,0,8550149.8
21736,56,0,0,5,9,428,0,0,9982,8142,670,1,2091505.8
110288,76,0,1,8,3,414,0,1,3233,3364,738,1,9806846.4
66621,84,0,1,8,5,430,1,0,3130,6830,769,0,8893227
59560,43,1,1,4,3,422,0,0,9174,4094,712,1,5967916.2
30375,91,0,1,10,8,429,0,0,5795,7805,834,0,1284860.9
44364,13,0,1,1,5,420,0,0,4460,1612,654,0,2764902
49176,51,0,0,3,7,414,1,0,5615,8100,300,1,5498970.4
105932,81,0,0,4,10,409,0,1,9184,9063,210,0,9157895.9
53203,53,1,1,5,7,403,0,0,4836,9018,268,1,7417780.3
10905,53,1,0,8,7,423,1,0,392,2928,423,0,607323.3
-994,56,0,0,1,5,424,1,1,3004,254,797,1,582907.4
111603,64,0,1,5,2,420,0,1,1665,9769,166,1,9788542
52169,29,1,0,3,5,414,0,1,8121,2996,853,0,4552319.4
19854,59,1,0,5,6,427,0,0,6182,5053,895,0,264370.7
20541,56,1,0,3,3,411,1,1,8629,606,491,1,4065377.1
63314,62,0,0,3,10,428,1,1,4707,1272,469,1,7988061.8
29724,97,0,1,2,3,410,0,0,3440,1545,309,0,3839110
77981,6,1,1,3,1,407,0,1,8414,6270,939,1,6315375.7
61339,66,1,0,5,10,427,1,0,2052,7119,110,1,5688459.7
44651,24,1,0,1,2,401,1,1,7975,1937,343,0,2182502.1
42476,12,1,1,3,5,419,1,0,5098,9630,375,0,2639712.9
120986,77,1,0,2,1,402,0,0,9944,5824,481,1,9692657.2
52993,6,0,0,7,8,402,1,0,5499,9979,683,1,5506954.2
65905,47,1,1,3,2,403,1,1,325,3203,109,0,8039714.3
65468,21,1,0,10,5,425,0,1,4893,951,912,1,7173700.5
68340,74,1,0,8,10,424,0,1,2007,6081,182,0,5594069.4
26265,51,1,1,4,1,424,1,0,1959,6603,692,0,721332.4
-7915,12,0,0,7,10,417,1,0,4188,126,433,0,1218235.7
49162,18,0,1,1,3,422,1,1,2283,1132,377,0,2206727.2
38445,49,0,0,8,1,408,0,0,8210,8529,839,1,2829887.8
-17440,28,0,0,1,8,417,0,0,5345,1030,377,1,1094185.7
40052,83,0,0,7,1,431,0,0,4350,2180,311,0,1291196.1
58320,84,1,1,4,5,431,1,1,4572,2348,433,0,6125077.1
-1373,2,1,0,5,9,425,0,1,9324,8103,433,1,2833869.5
51313,35,1,1,2,7,425,1,0,8776,9308,181,1,5415620.5
28232,75,1,1,1,3,425,0,1,1194,2917,103,1,1404398.5
59282,75,0,1,6,10,400,0,1,5245,4722,856,0,8521819
13318,29,0,0,3,8,431,0,1,78,6697,681,1,2408555.1
104138,39,1,0,10,2,417,0,1,2794,6714,152,0,8437871.7
57588,74,1,1,5,7,414,0,0,6686,6215,983,0,7885472.4
7433,33,0,1,1,6,421,1,1,9326,5021,748,1,3554917.1
36471,52,1,1,10,9,404,0,1,7980,5625,112,0,6399046.4
67965,34,0,0,6,2,409,0,0,7383,143,623,0,9023549.9
109236,26,1,1,10,7,419,1,1,6405,476,894,0,9232332.9
2318,88,0,0,2,6,412,1,0,7463,88,157,0,2833875.2
29674,1,0,1,1,4,419,0,0,846,3972,419,0,3790538.9
90079,35,0,0,6,1,417,0,1,6902,6676,214,1,9907981.7
50745,34,1,1,8,6,410,0,1,1799,2781,607,0,2154718
48510,95,0,1,8,9,418,0,1,9289,7172,951,1,7753079.8
25853,47,1,0,2,10,411,0,0,7089,4736,429,1,3879708.1
9970,4,0,1,2,3,409,1,0,7946,6870,725,0,2051424.9
29231,68,0,1,3,5,407,1,1,6354,2252,735,1,4631767.7
61740,82,1,1,3,4,404,1,1,2598,746,108,1,8369526.4
72817,1,0,1,8,4,423,1,0,5932,1618,783,0,9796308.3
79,69,0,0,8,6,429,1,0,5174,5117,379,0,2568173.9
27758,61,1,1,1,9,401,0,1,7923,2541,321,1,2271139.1
24173,89,1,0,3,3,409,0,0,871,5088,473,1,2326468.9
88404,90,1,1,8,5,403,1,1,3338,1139,958,1,9569415.3
55442,97,0,1,1,9,417,1,1,7454,1792,546,1,3705539.7
69460,95,0,1,5,9,405,0,1,3689,7215,132,1,7930383.5
73337,65,0,0,9,1,400,1,0,6088,9949,669,1,7012548
57755,19,1,0,6,3,411,0,0,3215,9841,239,0,5848843.1
71047,5,1,1,2,4,427,1,0,5908,7968,463,1,7680085.7
105854,24,0,1,9,9,408,0,0,5929,1703,331,0,7891785.8
43154,5,0,1,5,9,403,1,1,2531,4393,645,0,4716725.3
-24091,49,1,0,3,8,408,1,1,2117,4370,205,0,532545.8
95407,87,0,0,6,8,428,0,1,9071,692,755,0,9529625.8
53214,46,1,0,1,10,429,1,0,1313,5453,803,0,6172515.9
15144,9,0,1,4,7,419,1,1,9716,4524,665,1,1986493.9
101605,62,0,0,5,7,427,0,1,2894,7103,731,1,9844171.7
19977,92,0,0,3,7,428,0,1,626,1088,562,0,4392741.8
74905,56,1,0,2,9,402,1,0,7818,7858,828,0,6472604.2
40310,35,0,1,2,10,401,0,0,3946,1152,664,1,4702732.1
35958,94,0,0,6,1,420,0,0,2454,3340,221,0,6218641
65069,90,0,0,3,6,412,0,1,7742,4371,237,1,4369168.2
99256,31,1,0,2,7,420,1,1,761,646,644,0,7116581
84196,88,1,0,1,3,400,1,0,7247,2999,199,1,7744185
89574,100,1,1,5,3,411,1,0,4681,1453,472,1,7599356.1
41421,48,1,0,3,6,402,1,0,3747,1117,656,1,2100783.2
51756,86,0,0,4,3,419,1,1,2589,8033,400,1,4580036.9
1104,88,0,1,8,6,401,0,0,8380,660,850,1,2692355.1
55397,30,1,1,10,2,431,1,1,506,5618,771,0,7568656.1
-4089,81,0,0,1,2,424,1,1,8434,1549,809,0,2399604.4
23169,68,0,1,1,10,426,0,1,4158,5214,738,0,5284748.6
74565,62,1,1,3,5,415,0,1,9220,6850,613,0,8837519.5
60361,90,0,0,3,5,411,0,0,8830,4387,950,0,3407854.1
-18698,79,0,1,8,2,428,1,1,6275,3031,866,1,255027.8
5558,14,0,1,9,5,429,0,1,9886,4315,246,0,2765037.9
86481,85,0,1,4,4,414,0,1,303,8287,363,1,9781005.4
17044,13,1,1,5,2,406,0,1,6280,9662,904,0,2344668.6
81345,81,1,1,9,3,418,0,0,9519,8575,396,1,6559662.8
67860,57,0,1,7,1,400,0,0,6192,9969,736,1,8158198
57135,73,1,0,7,6,411,1,1,3468,5240,333,1,5729282.1
56607,10,1,0,10,2,410,0,1,4533,5822,710,1,5728623
82515,88,0,0,8,8,414,0,1,217,8043,379,0,7433320.4
70215,40,0,1,4,3,425,0,1,6467,6178,644,0,7110801.5
60395,69,1,1,6,7,430,1,0,4057,7122,266,1,6318789
35605,37,0,0,2,1,402,1,0,5315,1214,498,1,5663240.2
84898,25,1,0,4,7,425,0,0,2238,5804,655,1,7952569.5
43614,55,1,1,9,2,421,1,1,8079,5017,452,0,3031862.1
71893,22,0,0,2,8,417,0,1,4357,492,261,1,6404986.7
112822,53,0,0,10,10,420,0,0,3353,4076,688,1,9481349
27856,10,0,0,4,3,424,1,1,1828,7626,462,1,3884619.4
15314,22,1,1,5,10,413,1,0,6446,1384,366,0,38413.3
-19706,10,0,0,7,5,419,0,1,3367,1039,436,1,24058.9
47567,45,0,0,7,6,421,1,1,5406,2590,919,0,6224903.1
-9328,7,1,0,10,1,415,0,0,1713,5342,510,1,831710.5
105623,52,1,1,9,6,429,1,0,9584,8587,677,0,9257840.9
77883,23,0,1,10,10,409,0,1,8223,5786,404,1,6307594.9
87178,78,0,0,6,9,411,1,1,8692,1807,515,0,8683516.1
31793,91,0,0,5,1,400,0,1,5759,8084,768,0,4731933
40947,58,1,0,2,5,416,1,1,4193,18,620,0,3119278.6
39499,81,0,1,7,2,416,0,1,3004,3488,983,1,5625138.6
18647,2,1,0,2,2,428,1,1,8766,2956,313,0,567329.8
92599,91,0,0,6,10,430,0,1,2163,6351,378,1,7465378
42873,8,1,1,2,6,429,1,1,8663,9637,670,1,6318959.9
6093,73,0,0,3,4,411,0,1,3405,4377,408,0,1088055.1
50062,31,0,1,7,7,402,1,0,5946,9371,204,0,4305570.2
79828,92,1,0,2,9,430,0,1,8610,5822,139,0,7079449
-17838,85,0,0,9,7,430,0,0,671,6270,895,1,154560
14432,16,0,0,7,2,419,1,1,8773,2547,687,1,3457650.9
51844,99,1,0,4,6,406,0,1,6710,7671,415,1,7193582.6
86782,67,1,1,6,5,419,1,0,9418,1166,238,0,6504452.9
14358,72,1,1,6,7,428,1,1,9429,3388,189,1,3141490.8
28699,16,1,0,7,8,422,1,1,1969,9644,689,0,3134903.2
6145,86,0,0,2,10,421,0,0,2155,7363,419,1,538173.1
61160,54,1,0,3,2,426,0,0,8428,5008,296,0,6087968.6
22332,47,1,0,1,6,408,1,1,1490,9299,642,0,2405911.8
39075,67,1,0,8,2,421,1,1,2733,9597,170,0,3806007.1
80030,71,1,1,7,3,425,1,0,8881,4053,302,1,7159919.5
90881,18,0,0,10,4,418,0,1,3808,6688,455,0,8684068.8
40725,48,0,0,10,1,428,1,1,632,1162,736,0,1387301.8
74942,71,1,1,8,5,400,0,1,9738,9613,727,0,7607661
73358,79,1,1,8,2,421,0,1,2888,8347,377,1,9282866.1
55519,68,0,0,3,10,417,0,1,9360,950,430,1,3579144.7
50276,64,0,1,3,10,426,0,0,3016,1891,633,1,5150600.6
96020,100,1,1,4,3,403,1,1,3416,719,762,1,9216204.3
107566,6,1,0,3,3,421,0,1,4176,1412,357,1,8906213.1
-324,7,1,1,10,8,406,1,0,5998,3426,815,1,2605855.6
121698,97,0,1,7,4,428,1,1,3874,9414,892,0,9626665.8
45930,16,0,0,7,5,403,1,0,3300,528,357,0,5674735.3
14671,38,0,0,7,10,426,1,1,3872,1255,799,1,1051974.6
60785,15,0,0,8,7,415,1,1,8290,911,252,0,6090272.5
15972,25,1,0,9,5,410,1,1,2677,142,114,1,3047721
48487,43,1,0,9,8,410,0,1,1119,3919,375,0,1979423
27409,29,1,1,1,10,410,0,0,4791,9352,602,0,4100223
472,50,0,1,6,7,414,0,0,8208,5066,204,1,1219284.4
35063,4,1,1,3,1,406,0,1,5050,6583,368,1,1083375.6
27561,34,0,1,3,6,428,1,0,8297,2765,675,1,1086000.8
-12535,34,1,0,5,8,407,0,0,9534,5242,359,1,1061695.7
28210,7,1,1,7,4,405,1,1,8067,9483,126,0,277181.5
30987,25,0,1,2,1,414,0,0,4892,4557,452,1,471304.4
70413,55,1,1,6,3,402,0,0,3475,9873,174,1,9238491.2
39939,47,0,0,4,10,412,1,1,2161,1181,502,0,4736992.2
7077,55,0,0,6,8,407,1,0,5984,143,437,1,1310455.7
29451,55,1,1,6,6,407,0,0,6810,6176,582,1,1250208.7
69143,84,1,0,4,7,421,1,0,3294,9382,463,1,7886131.1
6664,88,1,1,9,4,429,0,0,5603,4091,417,1,1417841.9
65139,56,1,0,9,9,425,1,0,2522,988,735,0,8766795.5
32967,97,1,0,9,2,428,1,0,4113,1101,250,0,856430.8
77104,98,1,0,1,1,421,0,1,8296,6111,495,0,9487999.1
-8948,60,0,1,6,4,409,0,1,8829,1920,456,0,392397.9
30060,29,0,1,10,4,431,0,1,3958,1012,927,1,1887913.1
88480,96,1,1,3,2,407,0,1,3322,6315,584,0,6241387.7
15523,91,1,0,5,5,423,0,1,2543,7308,485,0,1883573.3
124471,16,1,0,3,4,424,0,0,1528,9438,796,0,9829479.4
67074,26,1,1,1,4,427,1,1,5305,775,135,0,9709732.7
18699,8,0,1,7,6,400,0,1,6679,6528,798,1,3627708
-18665,95,1,0,10,5,428,1,1,8502,5791,755,0,1004815.8
42691,64,0,0,10,10,423,0,0,4201,1303,992,1,4722631.3
50905,3,0,1,8,10,402,1,1,5065,9117,218,0,4433938.2
56957,56,1,1,8,6,417,0,0,3990,3059,851,0,7877631.7
-2788,45,0,0,9,10,401,0,1,2787,5175,744,0,944839.1
83192,100,1,0,8,9,429,0,1,1533,8203,395,0,9530991.9
116196,30,0,0,6,1,416,1,0,5912,8808,377,0,8782664.6
82401,27,0,1,2,3,409,0,1,5736,6812,821,0,9375903.9
16465,45,0,0,4,4,411,0,1,270,5844,506,0,1268100.1
68482,63,1,1,2,9,417,0,0,3310,9491,520,1,9453238.7
29702,47,0,1,4,10,407,1,1,1039,3061,940,1,1112469.7
27061,73,0,0,5,1,405,1,0,6241,1782,513,0,2445049.5
57177,84,0,0,3,4,414,0,0,5481,349,836,1,6536254.4
31043,47,0,1,10,1,400,1,0,1730,7967,722,1,1620485
90526,61,1,0,6,4,429,0,1,8966,5077,602,1,9718663.9
101769,10,1,0,5,6,419,0,1,7905,4511,367,0,7362215.9
65392,50,1,1,2,5,407,0,1,6666,1609,822,1,9424252.7
30686,41,0,0,3,5,410,1,0,1421,387,176,1,187470
99778,52,0,1,7,1,416,0,0,4068,7,704,0,8554218.6
43315,22,0,0,1,4,426,1,0,6606,8523,625,0,3196773.6
-16876,40,1,1,8,1,419,1,0,1036,1491,408,1,408380.9
58384,34,0,0,1,6,410,1,0,9186,7715,502,1,5120582
39778,80,1,1,10,8,423,1,0,1872,6988,505,1,5754031.3
13030,15,1,0,7,6,417,0,0,7527,4132,365,0,2110409.7
1089,100,0,0,5,8,419,1,1,5243,975,209,0,3108946.9
11862,59,1,0,6,2,423,1,1,8292,5226,594,0,2440786.3
87850,60,1,1,3,6,405,0,0,3501,8720,152,0,9092168.5
22330,16,0,0,1,10,416,0,1,1576,3923,883,0,192160.6
104545,59,1,1,2,7,417,0,1,3228,7518,195,1,8360843.7
11862,65,0,1,6,10,430,1,0,5996,7540,108,1,1294048
55220,54,1,1,9,4,406,0,1,3837,1456,684,1,4698499.6
54371,90,1,1,9,5,413,0,1,7442,1071,874,0,5495099.3
37043,46,0,0,5,7,411,1,0,5100,5645,154,1,3657222.1
77745,66,0,0,2,3,431,1,1,7771,4695,941,0,7330502.1
40668,34,1,0,5,5,402,1,0,4245,6313,563,0,6471114.2
45414,18,0,0,6,8,414,1,0,755,4070,966,1,1765047.4
86668,68,1,0,5,1,427,1,0,9048,2932,903,1,6692953.7
22843,91,0,0,1,10,431,1,1,7653,2448,507,0,2580119.1
54342,56,1,0,5,3,430,0,0,3600,2728,145,0,4869835
32713,6,0,0,10,10,410,0,1,2923,20,577,0,2690300
34469,15,0,1,1,7,400,0,0,7094,8235,853,0,3255201
72791,22,1,1,10,8,407,1,1,4111,1883,252,1,8060508.7
10946,47,1,0,4,2,406,0,0,9723,3796,664,0,3267427.6
3808,53,0,0,2,8,421,0,0,1856,9320,954,0,1216298.1
61697,93,0,0,5,5,427,0,1,2864,5547,607,1,8965091.7
66489,27,0,1,2,7,403,0,0,7624,1278,294,1,6947198.3
28501,14,0,0,7,9,423,0,0,3838,8302,678,1,1522445.3
82693,90,1,0,3,2,427,0,1,8083,7857,829,1,5432285.7
21556,94,1,0,10,8,410,0,1,3129,6029,236,1,2166421
-21994,72,0,1,1,4,411,1,1,4976,5004,429,1,673817.1
16425,95,1,1,1,2,403,0,0,3149,7964,190,1,2865308.3
5883,70,1,1,1,7,430,1,1,3944,4600,823,0,2703096
77670,49,1,1,1,4,417,1,1,4499,8144,342,0,7685980.7
26726,30,1,1,9,4,426,0,1,5887,4527,361,1,1994317.6
16686,8,1,1,9,2,431,0,1,8582,4776,588,1,2430773.1
12510,25,1,0,7,5,402,1,1,7272,8481,167,0,3587596.2
63017,81,1,0,2,5,408,1,1,5257,3215,377,0,6109873.8
71623,43,0,0,5,2,420,1,0,6399,7712,547,0,4256423
55915,38,0,0,10,9,420,0,1,6202,4233,198,0,3337341
62479,27,1,1,2,1,408,0,1,4998,2899,960,1,3882049.8
63282,92,0,1,10,2,416,0,0,2336,1315,225,1,6127221.6
7650,70,1,0,3,5,411,1,0,314,3994,143,0,805480.1
638,100,1,0,9,4,429,1,0,5521,1537,241,1,1842236.9
40599,58,0,0,8,4,415,1,1,2297,3852,708,1,4702331.5
70288,89,0,0,4,4,424,0,1,647,1865,514,1,9886586.4
52637,43,0,0,5,8,425,1,1,192,8625,200,0,8245134.5
53202,20,1,1,5,1,403,1,0,217,383,205,0,5879090.3
117220,90,0,0,4,10,417,1,1,9302,4806,491,1,9738114.7
77928,91,0,1,5,2,424,0,1,6427,2517,489,1,9837654.4
38627,2,0,1,5,2,419,0,1,7247,592,478,1,5270005.9
46728,8,1,1,9,1,412,0,0,7991,2202,133,0,3867229.2
20998,58,1,1,8,7,430,1,1,8116,8875,252,0,4766558
39333,58,1,0,4,7,421,1,0,9273,3243,426,1,2550518.1
-3826,95,1,0,8,2,409,0,1,1734,3013,413,0,760180.9
54538,10,0,0,4,8,407,0,1,9572,7717,374,0,3030131.7
72145,86,1,0,6,2,413,1,0,8903,4388,649,0,9153595.3
74826,23,0,1,5,2,428,0,0,2531,8669,725,0,9504433.8
28696,70,0,0,1,6,427,1,1,5485,9071,475,1,3337636.7
48766,3,0,1,3,6,416,0,0,3565,889,228,1,4994456.6
62188,71,0,1,4,8,401,0,0,8619,8861,562,0,5354040.1
39046,14,1,1,3,2,414,0,0,3796,8112,905,1,1822705.4
101376,11,1,1,1,2,400,1,0,8372,2680,431,0,9008989
56664,99,1,0,1,1,418,0,1,5699,8503,276,0,5021097.8
-24813,45,0,1,7,2,408,1,0,4226,1272,633,0,84647.8
58784,5,0,0,10,8,422,1,1,6941,1424,840,1,8267316.2
4691,69,0,1,10,1,422,0,1,6047,8033,117,1,846945.2
33724,7,1,0,9,9,423,1,0,5221,3955,245,1,2010324.3
73491,32,0,0,1,6,422,0,1,4397,3106,169,0,6997746.2
53330,37,0,1,4,2,404,0,1,3051,8214,807,1,6438154.4
54522,20,0,1,3,4,412,1,1,5082,9698,691,0,6472293.2
89282,67,1,1,1,7,429,1,0,2396,2240,581,0,7802836.9
77754,74,0,1,10,10,417,1,1,7940,6646,816,1,8469947.7
2033,85,1,1,5,6,406,0,0,701,2562,115,1,167143.6
33392,26,0,1,6,2,429,1,0,4707,7513,729,1,5473221.9
88619,70,1,1,4,5,412,1,1,5359,5273,680,0,8903298.2
99255,74,1,1,2,10,428,0,1,1051,7092,942,1,9962942.8
-4907,64,1,1,4,7,418,1,1,2199,8963,819,1,977638.8
27116,11,1,1,6,7,405,0,0,2453,8700,358,1,394535.5
58697,8,1,0,3,9,419,1,1,6344,7812,197,0,6330589.9
49182,97,0,1,5,6,429,0,1,1210,346,332,1,3792902.9
-14097,53,0,0,10,1,429,1,0,5355,5529,732,1,693484.9
